Page ID,Page name,Disclaimer,Amount spent (CZK)
297565827101858,"Díky, že můžem","Díky, že můžem, z. s.",≤100
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,≤100
367286396696386,ITTEC,These ads ran without a disclaimer,≤100
162620837267478,Jan Bartošek,Jan Bartošek,≤100
1649724681776439,ProMOST,ProMOST,≤100
206630153142726,Marek Výborný,KDU-ČSL,≤100
597980334012769,Svoboda a přímá demokracie Moravskoslezský kraj - SPD,Svoboda a přímá demokracie (SPD),≤100
116936778126005,Marie Pošarová - SPD,Marie Pošarová - SPD,≤100
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",≤100
966463226699666,Ceny Jana Opletala,"Díky, že můžem z. s.",≤100
2214398435317853,CNN Prima NEWS,FTV Prima,≤100
101954531415600,Lukáš Vlček • ministr průmyslu a obchodu,Lukáš Vlček • ministr průmyslu a obchodu,≤100
202566776504980,ŽIVOT 90,ŽIVOT 90,≤100
177139666120181,Vlastimil Válek,TOP 09,≤100
183496134175,Radio Prague,Český rozhlas,≤100
742950425746951,Ministerstvo zemědělství,Ministerstvo zemědělství,≤100
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100
101288484695293,Evropská soda,DFMG,≤100
181682098362773,DICK-TATOR,DICK-TATOR,≤100
103596561838998,Svedomi-naroda.cz,Nadační fond Svědomí národa,≤100
426207097775426,ebankrot.cz,"ADKINS Legal, s.r.o.",≤100
551976351670874,Zdeněk Hraba • váš senátor,Zdeněk Hraba - senátor,≤100
124152241443,Čmelák - Společnost přátel přírody,Čmelák - Společnost přátel přírody,≤100
548487565163265,"Buď Čech, buď laska","Buď Čech, buď laska",≤100
1401321553476901,Jan Farský,"MEP Jan Farský, Group of the European People's Party in the European Parliament",≤100
711658465662315,XTV,XTV,≤100
105422232487401,Bold News,Bold News,≤100
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,≤100
351328815012336,Milan Krajča,Milan Krajča,≤100
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu v České republice,≤100
146713862010620,Martin Baxa,Martin Baxa,≤100
56844830907,ESET,These ads ran without a disclaimer,≤100
111107168256877,Karel Dvořák,Karel Dvořák,≤100
863066993754032,LOCIKA - centrum pro děti ohrožené domácím násilím,Centrum LOCIKA,≤100
1962450550674040,TVarchitect.com,Living Media s.r.o.,≤100
2149656682011295,RadoVan,RadoVan,≤100
822146574595819,Agrární komora České republiky,These ads ran without a disclaimer,≤100
125830487980906,Solární asociace,Solární asociace,≤100
1493915637496087,Radomír Nepil - místostarosta Osmičky,Radomír Nepil - místostarosta Osmičky,≤100
223117541065037,Karel Janeček,Karel Janeček,≤100
1701718886552103,Moje Evropa,Moje Evropa,≤100
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,≤100
317530692148022,Evropa v datech,DFMG,≤100
162177293829972,Rádio Blaník,"Media Marketing Services, a.s.",≤100
275042429350706,Tomáš Zdechovský,Tomáš Zdechovský,≤100
315972808450196,ČSOB,ČSOB,≤100
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,≤100
574107592700484,Ministerstvo průmyslu a obchodu,Ministerstvo průmyslu a obchodu,≤100
1674237579543550,JTZE,JTZE,≤100
119624098506,Kateřina Konečná,Kateřina Konečná,≤100
241669269037364,Tomáš Messing,Spolek Odchod,≤100
415013742606508,Asiaskop,"Sinoskop – Institut pro současnou Čínu, z.s.",≤100
594426030604429,Martin Procházka,Martin Procházka,≤100
822146574595819,Agrární komora České republiky,Agrární komora České republiky,≤100
107572505087543,AŘOV - Asociace řidičů osobních vozidel,"Asociace řidičů osobních vozidel, z.s.",≤100
90002267161,TOP 09,TOP 09,≤100
467298366652832,Радио Прага,Радио Прага,≤100
1624542154525628,Vítězslav Novák,Vítězslav Novák,≤100
468803866296815,Jaroslav Linek,Jaroslav Linek,≤100
236837869508812,IKomunita,These ads ran without a disclaimer,≤100
1724429451179435,Alternativa středočeské D3,Alternativa středočeské D3,≤100
157741540937883,CARE Česká republika,These ads ran without a disclaimer,≤100
1396621210579935,Stážujeme.cz,Stážujeme.cz,≤100
330010460205865,MOD Agency,These ads ran without a disclaimer,≤100
108452900574150,Institut pro restorativní justici,"Institut pro restorativní justici, z. s.",≤100
164815317047040,Jan Bureš,Jan Bureš,≤100
311455292595290,Ivan Hýža - místostarosta Kunratic,Ivan Hýža - místostarosta Kunratic,≤100
426693680519323,Slibem neuzdravíš,Lékařský odborový klub - Svaz českých lékařů,≤100
2294380230800406,AJNA dental clinic,AJNA dental clinic,≤100
280617905401953,Alexandra Udženija,Občanská demokratická strana,≤100
204790179389399,RARE Racionální regulace,These ads ran without a disclaimer,≤100
164024787880257,Adapterra,Nadace Partnerství,≤100
573004246504627,Bohéma,Bohéma,≤100
305841779280815,Standa Balík - senátor z Jeseníků,Stanislav Balík,≤100
225016997351346,Pravda Vítězí,Spolek Odchod,≤100
566910516721103,Jaroslava Pokorná Jermanová,Jaroslava Pokorná Jermanová,≤100
118843734554059,Republicans Overseas Czech Republic,Republicans Overseas Czech Republic,≤100
107415778426373,Lipensko pro život,"Lipensko pro život, z.s.",≤100
579215965436046,JSNS,JSNS,≤100
189520154425807,Ministerstvo životního prostředí,Ministerstvo životního prostředí,≤100
109780349685936,Lenka Dražilová politička,Lenka Dražilová,≤100
1060889564019324,Tomáš Prouza,Tomáš Prouza,≤100
1416733788557863,Pravda o vodě a voda lidem,Nadační fond PRAVDA O VODĚ,≤100
2244726532215982,Senátorský klub - Starostové a nezávislí,Senátorský klub Starostové a nezávislí,≤100
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,≤100
166088024273,Nakladatelství Portál,Nakladatelství Portál,≤100
100793736209591,Česká republika na 1. místě,Česká republika na 1. místě,≤100
693378177364840,ProVeg International,These ads ran without a disclaimer,≤100
109312294926861,2. ekonomická transformace,Digital First Marketing Group s.r.o.,≤100
525606624188429,revue Prostor,revue Prostor,≤100
56987874554,Liga otevřených mužů,Liga otevřených mužů,≤100
108610752315831,Budiž teplo,These ads ran without a disclaimer,≤100
426667000534079,"Kamila Bláhová, starostka a poslankyně","Kamila Bláhová, starostka a poslankyně",≤100
112201698344047,Milan Urban,Milan Urban,≤100
228361180513562,Deník e15,CZECH NEWS CENTER a. s.,≤100
115550763185294,Silvermix,These ads ran without a disclaimer,≤100
317427175024030,Proměny zahrad,Karel Komárek Family Foundation,≤100
110395247524264,Švýcarská demokracie,Švýcarská demokracie (www.svycarska-demokracie.cz),≤100
362665747414675,Kuchařky bez domova,Kuchařky bez domova,≤100
103568159436395,Datarun.cz,Datarun.cz,≤100
104398128891546,Jan Hrušovský,Jan Hrušovský,≤100
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,≤100
523450094407778,Marek Ženíšek,TOP 09,≤100
157675528222654,"Martin Valovič, starosta Prahy 10",ODS - Občanská demokratická strana,≤100
2019114464985347,Chyťte Bureše,Chyťte Bureše,≤100
101912608033407,Petra Prokšanová,Petra Prokšanová,≤100
461340680584235,Mladí lidovci,Mladí lidovci,≤100
104234565840975,DIPLO Transport & Logistics - global,These ads ran without a disclaimer,≤100
105870372410822,Jiří Čtvrtník,These ads ran without a disclaimer,≤100
1570680696523246,Institut pro politiku a společnost,Institut pro politiku a společnost,≤100
107733504431288,CEVRO ARENA,"CEVRO ARENA, s.r.o.",≤100
114535710292639,Homeenergy.cz,These ads ran without a disclaimer,≤100
245915525601678,Lukáš Wagenknecht,Lukáš Wagenknecht,≤100
541077242579260,TOPAZ,TOPAZ,≤100
206715912687325,Prázdninovka,"Prázdninová škola Lipnice, z. s.",≤100
124212050978293,Kverulant org,Kverulant org,≤100
103006121249974,"Healing Viewpoint: v léčivé fotografii a mimořádnostech, co život nesou",These ads ran without a disclaimer,≤100
405117806026864,iŽeleznice,These ads ran without a disclaimer,≤100
573072719532614,Forest.ink,These ads ran without a disclaimer,≤100
597980334012769,Svoboda a přímá demokracie Moravskoslezský kraj - SPD,These ads ran without a disclaimer,≤100
162501966947995,Minimální důstojná mzda,Minimální důstojná mzda,≤100
810056782516469,Patrik Nacher,ANO,≤100
1679933578972328,Obnovitelně.cz,Obnovitelně.cz,≤100
434518980326815,Šumperáci,Šumperáci,≤100
111041662264882,Sociální demokracie,Sociální demokracie,≤100
1382379128444365,Margita Balaštíková - poslankyně,Margita Balaštíková - poslankyně,≤100
103895482145144,Zdeněk Kettner - SPD,Zdeněk Kettner - SPD,≤100
321762510282,Michal Kučera,Michal Kučera,≤100
100647378751279,Pavla Pivoňka Vaňková STAN,Pavla Pivoňka Vaňková STAN,≤100
245915525601678,Lukáš Wagenknecht,Česká pirátská strana,≤100
109056560836,iFortuna.cz,These ads ran without a disclaimer,≤100
456578391030191,Vzdělávací program Varianty -  Člověk v tísni,Člověk v tísni o.p.s.,≤100
109323929038,Česká pirátská strana,Česká pirátská strana,≤100
100819232400756,Koncert pro budoucnost,Koncert pro budoucnost,≤100
133861913307427,VYŠEHRAD nakladatelství,These ads ran without a disclaimer,≤100
232304553456879,Centrum politických studií,Centrum politických studií,≤100
176173883021695,Robert Stržínek,Robert Stržínek,≤100
117787408240075,Radim Fiala - SPD,Svoboda a přímá demokracie (SPD),≤100
241108842691754,Magnesia,These ads ran without a disclaimer,≤100
163914317133681,Jana Hanzlíková - poslankyně,Jana Hanzlíková - poslankyně,≤100
104087131747633,Zaostřeno,Zaostřeno,≤100
130981220272725,Zelení Praha 3,Zelení Praha 3,≤100
353798643589,Nadace OSF,Nadace OSF,≤100
952005618247538,Martin Červíček,Martin Červíček,≤100
113575165174742,Učím o klimatu,Člověk v tísni o.p.s.,≤100
2106629662903134,Brno Brňankám a Brňanům,Brno Brňankám a Brňanům,≤100
2246804255356839,FightLive CZ/SK,GTO,≤100
468803866296815,Jaroslav Linek,These ads ran without a disclaimer,≤100
1945602685670091,Asociace provozovatelů mobilních sítí,These ads ran without a disclaimer,≤100
1562059410771351,Luboš Zálom • Svobodní,Luboš Zálom • Svobodní,≤100
113339861358429,Vojtěch Mikoláš - místostarosta Prahy 12,Vojtěch Mikoláš - místostarosta Prahy 12,≤100
629968647053447,Compassion in World Farming Česko,Compassion in World Farming Česko,≤100
102412049180933,Ivana Turková,Ivana Turková,≤100
668779973132208,Regionální televize Ústecko,These ads ran without a disclaimer,≤100
915410985473768,LP Energy - Energetické poradenství,These ads ran without a disclaimer,≤100
107709145477704,Vojtěch Bednář,Vojtěch Bednář,≤100
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,≤100
424700165133,Diakonie ČCE,Diakonie ČCE,≤100
799083753454179,Voxpot,These ads ran without a disclaimer,≤100
325393357941714,Brněnský sedmnáctý,Brněnský sedmnáctý,≤100
330999140313095,(A)void Café,These ads ran without a disclaimer,≤100
271688916342751,"Michael Sinkule, zastupitel MO Plzeň 3","Michael Sinkule, zastupitel MO Plzeň 3",≤100
302134090396266,Zdeněk Hřib - náměstek pro dopravu,Česká pirátská strana - Praha,≤100
334261880321404,Visegradský jezdec,These ads ran without a disclaimer,≤100
1558359124403846,Každá plechovka se počítá,Každá plechovka se počítá,≤100
150533271486410,Robert Hartman,These ads ran without a disclaimer,≤100
549762515189935,Lucie Šafránková,Lucie Šafránková,≤100
553773474671244,Martin Kupka,Občanská demokratická strana,≤100
325598224118133,Viessmann Climate Solutions,These ads ran without a disclaimer,≤100
139379141293,Paměť národa,These ads ran without a disclaimer,≤100
634087193362282,Společnost pro obranu svobody projevu,Společnost pro obranu svobody projevu,≤100
181944308330576,Pavel Koňařík,Pavel Koňařík,≤100
52479821102,Týdeník Respekt,These ads ran without a disclaimer,≤100
872454636138704,OBRAZ - Obránci zvířat,These ads ran without a disclaimer,≤100
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",≤100
104523639244735,"Petr Šula, 1. místostarosta MČ Praha 12","Petr Šula, 1. místostarosta MČ Praha 12",≤100
417959304728041,Голос Европы,These ads ran without a disclaimer,≤100
111823221634294,Jule Haehner,These ads ran without a disclaimer,≤100
107677558739991,Uromexil Forte,These ads ran without a disclaimer,≤100
462619436938494,International support service,These ads ran without a disclaimer,≤100
103513999144283,Rupesh Prince,These ads ran without a disclaimer,≤100
287826151086535,La France en bonne santé,These ads ran without a disclaimer,≤100
160155036136107,Digital Health,These ads ran without a disclaimer,≤100
105767998915813,Javed Becker,These ads ran without a disclaimer,≤100
115547421460987,sazkar_petr,These ads ran without a disclaimer,≤100
109961708643319,Larry Larewaju,These ads ran without a disclaimer,≤100
165004157332215,EWA: Learn Languages,These ads ran without a disclaimer,≤100
106174915301896,Historické dárky,These ads ran without a disclaimer,≤100
110321812760526,Quick Trade,These ads ran without a disclaimer,≤100
297117233483758,En Protos,These ads ran without a disclaimer,≤100
100769312048282,Health Horizons,These ads ran without a disclaimer,≤100
293800277153071,Frontier Feed,These ads ran without a disclaimer,≤100
90594467955,Česká spořitelna,These ads ran without a disclaimer,≤100
100568506223945,Valdes kouguem,These ads ran without a disclaimer,≤100
100973116090569,Tai Viet 03,These ads ran without a disclaimer,≤100
100563565936696,Sanford Kafutu Business Management,These ads ran without a disclaimer,≤100
736600316444348,Mike Hall,These ads ran without a disclaimer,≤100
435990819604484,News portal,These ads ran without a disclaimer,≤100
