Page ID,Page name,Disclaimer,Amount spent (CZK)
731980267233834,AllatRa TV Česko-Slovensko,AllatRa TV Česko-Slovensko,1333
116936778126005,Marie Pošarová - SPD,Marie Pošarová - SPD,1309
297565827101858,"Díky, že můžem","Díky, že můžem, z. s.",1290
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,1284
40583438943,NESEHNUTÍ,NESEHNUTÍ,1241
104970479178796,Pozitivně k recyklaci,Pozitivně k recyklaci,1228
1410403182565683,Petr Hladík,KDU-ČSL,1220
109323929038,Česká pirátská strana,Česká pirátská strana,1194
742950425746951,Ministerstvo zemědělství,Ministerstvo zemědělství,1188
122414944594991,"Chrenek, Toman, Kotrba advokátní kancelář","Chrenek, Toman, Kotrba advokátní kancelář",1152
108254295004217,Jdeme o krok dál,Jdeme o krok dál,1150
115106741622257,Roman Ďurčo,Roman Ďurčo,1141
315972808450196,ČSOB,ČSOB,1099
799083753454179,Voxpot,Voxpot z. ú.,1096
101729038539214,Chomutovská koalice,Chomutovská koalice,1081
249201591615338,kingsbet CZ,kingsbet CZ,1053
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,1017
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",1006
206630153142726,Marek Výborný,KDU-ČSL,1005
93433992603,Hospodářské noviny,Hospodářské noviny,998
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,994
573004246504627,Bohéma,Bohéma,939
284944781875,EURACTIV.cz,EURACTIV.cz,909
101288484695293,Evropská soda,DFMG,892
103568159436395,Datarun.cz,Datarun.cz,860
275042429350706,Tomáš Zdechovský,Tomáš Zdechovský,844
103596561838998,Svedomi-naroda.cz,Nadační fond Svědomí národa,828
1956144064659620,BlueTV,Aliance pro budoucnost,808
158980731475210,Nina Spitalnikova,Nina Spitalnikova,799
312181048799130,Skupina ČEZ,These ads ran without a disclaimer,797
288004403427,"Friedrich-Ebert-Stiftung, zastoupení v České republice","Friedrich-Ebert-Stiftung, zastoupení v České republice",787
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,784
415013742606508,Asiaskop,"Sinoskop – Institut pro současnou Čínu, z.s.",783
102593189144504,Karolína Kubisková,Karolína Kubisková,773
107042794245314,Lubomír Brož - poslanec Parlamentu ČR a zastupitel Praha 5,Lubomír Brož - poslanec Parlamentu ČR a zastupitel Praha 5,771
2294380230800406,AJNA dental clinic,AJNA dental clinic,766
165004157332215,EWA: Learn Languages,These ads ran without a disclaimer,762
257529307701966,Jiří Pospíšil,TOP 09,745
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,742
822146574595819,Agrární komora České republiky,Agrární komora České republiky,739
177139666120181,Vlastimil Válek,TOP 09,699
629195630792582,Sociální bydlení v ČR,Sociální bydlení v ČR,690
1493915637496087,Radomír Nepil - místostarosta Osmičky,Radomír Nepil - místostarosta Osmičky,686
1558359124403846,Každá plechovka se počítá,Každá plechovka se počítá,682
38492561701,AutoMat,"AutoMat, z.s.",680
113528310021484,Šimon Pánek,"Člověk v tísni, o.p.s.",675
124152241443,Čmelák - Společnost přátel přírody,Čmelák - Společnost přátel přírody,675
221273594412886,Despre Moldova - Cehia,Despre Moldova - Cehia,666
162620837267478,Jan Bartošek,Jan Bartošek,663
103895482145144,Zdeněk Kettner - SPD,Zdeněk Kettner - SPD,637
462619436938494,International support service,These ads ran without a disclaimer,629
317530692148022,Evropa v datech,DFMG,614
516868975113344,ODS Bílina,"ODS - Občanská demokratická strana, místní sdružení Bílina",600
125830487980906,Solární asociace,Solární asociace,579
153968834786942,Fashion Arena Prague Outlet,SurikataPR,569
797495933631139,Roman Roun,Komunistická strana Čech a Moravy,564
863066993754032,LOCIKA - centrum pro děti ohrožené domácím násilím,Centrum LOCIKA,555
119441777836709,CITYA mobility,CITYA mobility,555
1395881230682843,Luděk Niedermayer,Luděk Niedermayer,550
209788605791373,Heinrich-Böll-Stiftung Prague,"Heinrich-Böll-Stiftung e.V., kancelář v Praze",526
136248513192,Fórum 50 %,Fórum 50 %,516
101587908186187,Senátor Zbyněk Sýkora,Zbyněk Sýkora,513
187914681077210,Ladislav Vrabel,ČESKÁ REPUBLIKA NA 1. MÍSTĚ!,503
172947177653,ODS Louny,ODS,495
245915525601678,Lukáš Wagenknecht,Lukáš Wagenknecht,493
1570680696523246,Institut pro politiku a společnost,Institut pro politiku a společnost,493
1701718886552103,Moje Evropa,Moje Evropa,492
245915525601678,Lukáš Wagenknecht,Česká pirátská strana,487
100819232400756,Koncert pro budoucnost,Koncert pro budoucnost,466
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu v České republice,453
687843237907830,Mladé Pirátstvo,Česká pirátská strana,444
1962450550674040,TVarchitect.com,Living Media s.r.o.,441
114535710292639,Homeenergy.cz,These ads ran without a disclaimer,417
155406703122,Arnika,Arnika - Centrum pro podporu občanů,414
104083252536484,František Bureš,František Bureš,412
810056782516469,Patrik Nacher,ANO,410
204790179389399,RARE Racionální regulace,These ads ran without a disclaimer,396
2244726532215982,Senátorský klub - Starostové a nezávislí,Senátorský klub Starostové a nezávislí,389
966463226699666,Ceny Jana Opletala,"Díky, že můžem z. s.",388
397919187215,Evropská komise v ČR,Evropská komise v ČR,386
426693680519323,Slibem neuzdravíš,Lékařský odborový klub - Svaz českých lékařů,385
183496134175,Radio Prague,Český rozhlas,382
123343344354078,"Hitrádio City 93,7 FM","Media Marketing Services, a.s.",371
100563565936696,Sanford Kafutu Business Management,These ads ran without a disclaimer,366
105928175350796,Mária Ševčíková - 1. místostarostka Prahy 14,Mária Ševčíková - 1. místostarostka Prahy 14,354
105199845319158,Tomáš Kaněra - starosta MČ Praha 22,Tomáš Kaněra - starosta MČ Praha 22,352
332418787330819,VOK - Volba pro kraj,"Volba pro kraj, politické hnutí",349
111719664857934,PRO Lovosice,PRO Lovosice,349
1382379128444365,Margita Balaštíková - poslankyně,Margita Balaštíková - poslankyně,349
105422232487401,Bold News,Bold News,327
166088024273,Nakladatelství Portál,Nakladatelství Portál,327
163914317133681,Jana Hanzlíková - poslankyně,Jana Hanzlíková - poslankyně,327
548487565163265,"Buď Čech, buď laska","Buď Čech, buď laska",326
241669269037364,Tomáš Messing,Spolek Odchod,324
109961708643319,Larry Larewaju,These ads ran without a disclaimer,318
252375370791,In IUSTITIA,"In IUSTITIA, o.p.s.",317
60516116431,Člověk v tísni,These ads ran without a disclaimer,316
1060889564019324,Tomáš Prouza,Tomáš Prouza,312
117098600995631,VOTE PARTY,These ads ran without a disclaimer,309
220092391192485,Tatiana Kárová,Tatiana Kárová,308
225016997351346,Pravda Vítězí,Spolek Odchod,304
511497365600515,Markéta Pekarová Adamová,TOP 09,300
72854632984,Hitrádio ORION,"Media Marketing Services, a.s.",295
133785617564,Česká fotbalová reprezentace,These ads ran without a disclaimer,295
101932651984130,KultiVary,KultiVary z.s.,294
100973116090569,Tai Viet 03,These ads ran without a disclaimer,292
111823221634294,Jule Haehner,These ads ran without a disclaimer,288
597980334012769,Svoboda a přímá demokracie Moravskoslezský kraj - SPD,Svoboda a přímá demokracie (SPD),283
119624098506,Kateřina Konečná,Kateřina Konečná,273
1443742905864726,Zbyněk Linhart - Krásná Lípa,Zbyněk Linhart,273
426207097775426,ebankrot.cz,"ADKINS Legal, s.r.o.",273
146713862010620,Martin Baxa,Martin Baxa,272
195916333766696,Lovosice - profil města,Lovosice - profil města,271
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,258
241108842691754,Magnesia,These ads ran without a disclaimer,256
104972032239881,AntiYoutuber.cz,These ads ran without a disclaimer,253
111107168256877,Karel Dvořák,Karel Dvořák,247
107572505087543,AŘOV - Asociace řidičů osobních vozidel,"Asociace řidičů osobních vozidel, z.s.",237
362665747414675,Kuchařky bez domova,Kuchařky bez domova,230
107563435940797,Skanska v ČR a SR,Skanska v ČR a SR,227
297117233483758,En Protos,These ads ran without a disclaimer,216
189520154425807,Ministerstvo životního prostředí,Ministerstvo životního prostředí,215
566910516721103,Jaroslava Pokorná Jermanová,Jaroslava Pokorná Jermanová,213
101912608033407,Petra Prokšanová,Petra Prokšanová,213
461340680584235,Mladí lidovci,Mladí lidovci,208
118843734554059,Republicans Overseas Czech Republic,Republicans Overseas Czech Republic,207
105767998915813,Javed Becker,These ads ran without a disclaimer,207
370893616113485,Petr Kowanda,Petr Kowanda,206
426200543902729,Jiří Nedvěd,VIZE,200
107701908581977,Radek Scherfer,Radek Scherfer,197
447844645078491,Ucimolgbt.cz,Prague Pride z. s.,196
107579032190897,Ornare sit morbi,These ads ran without a disclaimer,195
109056560836,iFortuna.cz,These ads ran without a disclaimer,193
100793736209591,Česká republika na 1. místě,Česká republika na 1. místě,190
280617905401953,Alexandra Udženija,Občanská demokratická strana,180
351328815012336,Milan Krajča,Milan Krajča,177
1236911876448545,Investor news1,These ads ran without a disclaimer,173
162177293829972,Rádio Blaník,"Media Marketing Services, a.s.",173
523450094407778,Marek Ženíšek,TOP 09,172
160155036136107,Digital Health,These ads ran without a disclaimer,170
103513999144283,Rupesh Prince,These ads ran without a disclaimer,170
164024787880257,Adapterra,Nadace Partnerství,167
456578391030191,Vzdělávací program Varianty -  Člověk v tísni,Člověk v tísni o.p.s.,164
317427175024030,Proměny zahrad,Karel Komárek Family Foundation,159
378937462177458,RD Rýmařov,RD Rýmařov,158
109620971947130,"David Cesar, Sociální demokrat","David Cesar, Sociální demokrat",153
553773474671244,Martin Kupka,Občanská demokratická strana,149
481882431991896,Česko-německý fond budoucnosti/ Deutsch-Tschechischer Zukunftsfonds,Česko-německý fond budoucnosti,145
514533821741122,Pestré jídelny,Nesehnutí,139
467298366652832,Радио Прага,Радио Прага,137
367286396696386,ITTEC,These ads ran without a disclaimer,135
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,132
139379141293,Paměť národa,These ads ran without a disclaimer,130
2149656682011295,RadoVan,RadoVan,128
104398128891546,Jan Hrušovský,Jan Hrušovský,127
56844830907,ESET,These ads ran without a disclaimer,126
90594467955,Česká spořitelna,These ads ran without a disclaimer,126
146955527905,EU Civil Protection & Humanitarian Aid,These ads ran without a disclaimer,125
162501966947995,Minimální důstojná mzda,Minimální důstojná mzda,124
108452900574150,Institut pro restorativní justici,"Institut pro restorativní justici, z. s.",123
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,122
349564778485733,Students for Liberty CZ,Students for Liberty CZ,122
293800277153071,Frontier Feed,These ads ran without a disclaimer,122
295548227773122,Triada,Triada spol. s r. o.,119
121414737897090,"LEXUM - oční kliniky, ambulance, optiky","LEXUM - oční kliniky, ambulance, optiky",116
468803866296815,Jaroslav Linek,Jaroslav Linek,112
822146574595819,Agrární komora České republiky,These ads ran without a disclaimer,111
109312294926861,2. ekonomická transformace,Digital First Marketing Group s.r.o.,110
104208542332869,"Fridays for cars, energy and freedom - CZ",Fridays For Cars CZ,108
107865768931987,Maria Hanclova,Maria Hanclova,106
101610049035633,Naše Litoměřice,Naše Litoměřice,104
176173883021695,Robert Stržínek,Robert Stržínek,103
594426030604429,Martin Procházka,Martin Procházka,101
283796335522682,Lepší Beroun,Lepší Beroun,≤100
952005618247538,Martin Červíček,Martin Červíček,≤100
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita ve světě / Caritas Czech Republic in the world,≤100
1624542154525628,Vítězslav Novák,Vítězslav Novák,≤100
214446241928330,Česká filharmonie,These ads ran without a disclaimer,≤100
202392473167706,"Mezinárodní vězeňské společenství, z. s.","Mezinárodní vězeňské společenství, z.s.",≤100
110395247524264,Švýcarská demokracie,Švýcarská demokracie (www.svycarska-demokracie.cz),≤100
302134090396266,Zdeněk Hřib - náměstek pro dopravu,Česká pirátská strana - Praha,≤100
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,≤100
124212050978293,Kverulant org,Kverulant org,≤100
100647378751279,Pavla Pivoňka Vaňková STAN,Pavla Pivoňka Vaňková STAN,≤100
470593056405865,Kde fondy EU pomáhají,These ads ran without a disclaimer,≤100
236837869508812,IKomunita,These ads ran without a disclaimer,≤100
400479656748554,Ivan Bartoš,Česká pirátská strana\t,≤100
112201698344047,Milan Urban,Milan Urban,≤100
1674237579543550,JTZE,JTZE,≤100
1945602685670091,Asociace provozovatelů mobilních sítí,These ads ran without a disclaimer,≤100
124884579804,Nakladatelství METAFORA,These ads ran without a disclaimer,≤100
105548171845390,Buď sklářem,These ads ran without a disclaimer,≤100
389319097602660,Hluboká nad Vltavou - oficiální,Město Hluboká nad Vltavou,≤100
525606624188429,revue Prostor,revue Prostor,≤100
115547421460987,sazkar_petr,These ads ran without a disclaimer,≤100
349496602364,ODS Středočeský kraj,ODS Středočeský kraj,≤100
1451909405021929,Applifting,Applifting s.r.o.,≤100
56987874554,Liga otevřených mužů,Liga otevřených mužů,≤100
113575165174742,Učím o klimatu,Člověk v tísni o.p.s.,≤100
179224841945062,BIG LIFE entertainment,These ads ran without a disclaimer,≤100
417959304728041,Голос Европы,These ads ran without a disclaimer,≤100
114078158240174,Ray Arturo Thai-Binh 192670,These ads ran without a disclaimer,≤100
116768044810911,Fantastic dbl4,These ads ran without a disclaimer,≤100
311455292595290,Ivan Hýža - místostarosta Kunratic,Ivan Hýža - místostarosta Kunratic,≤100
382641704925474,Ocelový fénix,These ads ran without a disclaimer,≤100
191487317696220,Vladimír Barák - novinář,Vladimír Barák - novinář,≤100
107677558739991,Uromexil Forte,These ads ran without a disclaimer,≤100
245094455536925,FOUR PAWS,These ads ran without a disclaimer,≤100
2246804255356839,FightLive CZ/SK,GTO,≤100
541077242579260,TOPAZ,TOPAZ,≤100
102412049180933,Ivana Turková,Ivana Turková,≤100
111617451012493,Libor Turek,ODS,≤100
468803866296815,Jaroslav Linek,These ads ran without a disclaimer,≤100
164815317047040,Jan Bureš,Jan Bureš,≤100
100625058724688,Newsgate.cz,Newsgate.cz,≤100
158980731475210,Nina Spitalnikova,These ads ran without a disclaimer,≤100
353798643589,Nadace OSF,Nadace OSF,≤100
525606624188429,revue Prostor,These ads ran without a disclaimer,≤100
109780349685936,Lenka Dražilová politička,Lenka Dražilová,≤100
157675528222654,"Martin Valovič, starosta Prahy 10",ODS - Občanská demokratická strana,≤100
105846686180849,Stop násilí,Stop násilí,≤100
118904461524646,Frank Bold,Frank Bold,≤100
103890452433335,Konvalinka Vladislav - radní města Slaný,Konvalinka Vladislav - radní města Slaný,≤100
133861913307427,VYŠEHRAD nakladatelství,These ads ran without a disclaimer,≤100
115550763185294,Silvermix,These ads ran without a disclaimer,≤100
840906766014124,Jana Mračková Vildumetzová,ANO,≤100
101303247913146,Průvodce podnikáním,These ads ran without a disclaimer,≤100
106174915301896,Historické dárky,These ads ran without a disclaimer,≤100
351244834736685,Conquer Countries,These ads ran without a disclaimer,≤100
435990819604484,News portal,These ads ran without a disclaimer,≤100
629968647053447,Compassion in World Farming Česko,Compassion in World Farming Česko,≤100
315747282263515,"Jakub Stárek, starosta Šestky",Jakub Stárek,≤100
104523639244735,"Petr Šula, 1. místostarosta MČ Praha 12","Petr Šula, 1. místostarosta MČ Praha 12",≤100
1499849183611079,Obec Hrobčice,These ads ran without a disclaimer,≤100
872454636138704,OBRAZ - Obránci zvířat,These ads ran without a disclaimer,≤100
104976129105222,"Pavel Šutka, místostarosta Desítky","Pavel Šutka, místostarosta Desítky",≤100
325393357941714,Brněnský sedmnáctý,Brněnský sedmnáctý,≤100
109935354814412,Healthy Person,These ads ran without a disclaimer,≤100
693378177364840,ProVeg International,These ads ran without a disclaimer,≤100
107476418136976,Někdo Ti uvěří,Někdo Ti uvěří,≤100
634087193362282,Společnost pro obranu svobody projevu,Společnost pro obranu svobody projevu,≤100
1562059410771351,Luboš Zálom • Svobodní,Luboš Zálom • Svobodní,≤100
917450784989188,Philips Hue Česko a Slovensko,These ads ran without a disclaimer,≤100
100769312048282,Health Horizons,These ads ran without a disclaimer,≤100
736600316444348,Mike Hall,These ads ran without a disclaimer,≤100
107898798686030,Postcards from Ukraine,These ads ran without a disclaimer,≤100
148720901649667,Abamal,These ads ran without a disclaimer,≤100
271054846258904,Praha 3,Městská část Praha 3,≤100
213802435698566,TVbydleni.cz,Living Media s.r.o.,≤100
110321812760526,Quick Trade,These ads ran without a disclaimer,≤100
206715912687325,Prázdninovka,"Prázdninová škola Lipnice, z. s.",≤100
566691376754726,Businessinfo.cz,These ads ran without a disclaimer,≤100
424700165133,Diakonie ČCE,Diakonie ČCE,≤100
287826151086535,La France en bonne santé,These ads ran without a disclaimer,≤100
451080231410939,HLASY Severu,These ads ran without a disclaimer,≤100
215661292342258,Praha - město pro život,Praha - město pro život,≤100
109907997841447,Mercedes-Benz Trucks CZ,These ads ran without a disclaimer,≤100
107709145477704,Vojtěch Bednář,Vojtěch Bednář,≤100
168144179718733,Psychologie a příroda,Psychologie a příroda,≤100
232304553456879,Centrum politických studií,Centrum politických studií,≤100
103055665668357,Koridor UA,Koridor UA,≤100
226207821151572,Marek Novák,Marek Novák,≤100
267485833114199,Tresjob,These ads ran without a disclaimer,≤100
431286687721719,Síla pacientů,These ads ran without a disclaimer,≤100
299124538476,Zachraňme lesy,Hnutí DUHA - Přátelé Země Česká republika,≤100
102094013222561,B. Braun,These ads ran without a disclaimer,≤100
104087131747633,Zaostřeno,Zaostřeno,≤100
597980334012769,Svoboda a přímá demokracie Moravskoslezský kraj - SPD,These ads ran without a disclaimer,≤100
174443196377298,Krutý krtek,"Krutý krtek, z. s.",≤100
1982660762016859,Zuzana Ožanová - poslankyně,Zuzana Ožanová - poslankyně,≤100
113489557033298,Mourek - politická strana,Libeňský mourek,≤100
573072719532614,Forest.ink,These ads ran without a disclaimer,≤100
130981220272725,Zelení Praha 3,Zelení Praha 3,≤100
1724429451179435,Alternativa středočeské D3,Alternativa středočeské D3,≤100
28312410177,World Food Programme,These ads ran without a disclaimer,≤100
46675324988,Seznam.cz,These ads ran without a disclaimer,≤100
230360723662939,Fit müsli tyčinka,These ads ran without a disclaimer,≤100
416700544859573,Siegfried Kuhnt,These ads ran without a disclaimer,≤100
108625778429443,Fischer - Držíme pohromadě,These ads ran without a disclaimer,≤100
103624831753285,Jiří Crha - starosta Blanska a náměstek hejtmana JMK,ODS,≤100
364927456714255,jiri.pribyl,These ads ran without a disclaimer,≤100
108569545494102,Martin Castro,These ads ran without a disclaimer,≤100
102423042522223,Water Trek,These ads ran without a disclaimer,≤100
350484654824610,Валентина Захарова,These ads ran without a disclaimer,≤100
139976962540050,Premium Residences Dubai,These ads ran without a disclaimer,≤100
119405895873,Huawei,These ads ran without a disclaimer,≤100
103534185519909,Laba,These ads ran without a disclaimer,≤100
157741540937883,CARE Česká republika,These ads ran without a disclaimer,≤100
251987717997284,Společně proti rasismu a fašismu,Společně proti rasismu a fašismu,≤100
495496033796328,Stanislav Blaha,Stanislav Blaha,≤100
312595399092921,Bez frází,These ads ran without a disclaimer,≤100
567147076746992,Senátor Jiří Vosecký - Vosa v Senátu,Starostové pro Liberecký kraj,≤100
405117806026864,iŽeleznice,These ads ran without a disclaimer,≤100
668779973132208,Regionální televize Ústecko,These ads ran without a disclaimer,≤100
111244775390016,Natálie Vachatová,Natálie Vachatová,≤100
151503164487,Nakladatelský dům GRADA,These ads ran without a disclaimer,≤100
111210916534,Příběhy bezpráví,These ads ran without a disclaimer,≤100
107733504431288,CEVRO ARENA,"CEVRO ARENA, s.r.o.",≤100
1571432816412854,Ministerstvo pro místní rozvoj,Ministerstvo pro místní rozvoj ČR,≤100
2724697507604207,Petr Kratochvíl - radní města Brna pro dopravu,Petr Kratochvíl - radní města Brna pro dopravu,≤100
40775064593,Microsoft AI Cloud Partner Program,These ads ran without a disclaimer,≤100
709036592472710,Filozofická fakulta Masarykovy univerzity,Filozofická fakulta Masarykovy univerzity,≤100
768678816522623,Filament PM,These ads ran without a disclaimer,≤100
456578391030191,Vzdělávací program Varianty -  Člověk v tísni,These ads ran without a disclaimer,≤100
117156120152331,World Radio,These ads ran without a disclaimer,≤100
325598224118133,Viessmann Climate Solutions,These ads ran without a disclaimer,≤100
104549845969112,Oldřich Černý,Oldřich Černý,≤100
460371703825518,BioCycle Grow,These ads ran without a disclaimer,≤100
413781585866108,Zuzana Böhmová - místostarostka Prahy 11,Česká pirátská strana,≤100
161735100539713,By PINK,By PINK,≤100
105870372410822,Jiří Čtvrtník,These ads ran without a disclaimer,≤100
1532749866981060,AynRand.cz,AynRand.cz,≤100
574403236101561,Ivo Vondrák,hnutí O.k.,≤100
434518980326815,Šumperáci,Šumperáci,≤100
136321179736302,Sdružení SOVA,These ads ran without a disclaimer,≤100
120461304659141,O2 CZ,These ads ran without a disclaimer,≤100
134722653342602,DAFilms CZ,DAFilms CZ,≤100
108256752103532,Josef Soumar - místostarosta Písku,Josef Soumar - místostarosta Písku,≤100
447167062064041,Vladimíra Ludková,CORP Production s.r.o.,≤100
228222420382410,nikolas.mayer,These ads ran without a disclaimer,≤100
385603961307975,zit.posvem,These ads ran without a disclaimer,≤100
477975245401628,ČeskéNow,These ads ran without a disclaimer,≤100
107415778426373,Lipensko pro život,"Lipensko pro život, z.s.",≤100
160084270693342,ODS Olomouc,Místní sdružení ODS   Olomouc-město,≤100
553405241527947,Kancelář architekta města Brna - KAM Brno,Kancelář architekta města Brna,≤100
466870383178714,Андрей Подгорный,These ads ran without a disclaimer,≤100
