Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,12471,48
157741540937883,CARE Česká republika,CARE Česká republika,3883,3
137778619615350,Voyo.cz,TV Nova s. r. o.,3841,9
299124538476,Zachraňme lesy,Hnutí DUHA - Přátelé Země Česká republika,3140,5
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,3039,29
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",2165,14
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",1875,3
1956144064659620,BlueTV,Aliance pro budoucnost,1694,10
178362315106,European Parliament,European Parliament,1640,24
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,1531,12
251656685576,KDU-ČSL,KDU-ČSL,1407,24
156199040917285,Juraj Skovajsa z Epoch Times,"Epoch Times ČR, z. s.",1123,9
1410403182565683,Petr Hladík,KDU-ČSL,1079,6
1817941161841179,Strabag Česko,Strabag Česko,1006,49
1458139890966328,Rostislav Koštial,Pavel Mikulenka,990,3
189520154425807,Ministerstvo životního prostředí,Ministerstvo životního prostředí,930,9
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,824,7
107736952362788,Denik.to,Denik.to,733,26
579215965436046,JSNS,JSNS,664,1
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,663,4
711658465662315,XTV,XTV,646,25
111041662264882,Sociální demokracie,Sociální demokracie,630,1
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,599,1
424114981002397,Český rozhlas Plus,Český rozhlas,568,17
693725074166331,Naše zdravotnictví,Naše zdravotnictví,563,3
551976351670874,Zdeněk Hraba • senátor,Zdeněk Hraba - senátor,543,3
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,492,2
534928396686426,Učitel naživo,"Učitel naživo, z. ú.",482,8
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,463,4
1437561026464333,Patrik Kunčar,KDU-ČSL,441,3
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",426,7
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,419,8
144434798975573,PROPAMÁTKY,"Institut pro památky a kulturu, o.p.s.",409,1
223117541065037,Karel Janeček,Karel Janeček,393,1
124152241443,Čmelák - Společnost přátel přírody,Čmelák - Společnost přátel přírody,391,10
113743658978459,Meltingpot,Meltingpot,357,4
213802435698566,TVbydleni.cz,Living Media s.r.o.,352,2
280617905401953,Alexandra Udženija,Občanská demokratická strana,350,3
105998488267274,Robert Teleky,KDU-ČSL,335,3
200800880372384,Nový Prostor,"Nový Prostor, z.ú.",332,2
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",321,5
152744724577432,Jan Janda - kandidát do senátu 2024,Jan Janda,320,5
298789466930469,KSČM - Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,318,1
139379141293,Paměť národa,"Post Bellum, z.ú.",313,7
548487565163265,"Buď Čech, buď laska","Buď Čech, buď laska",270,7
1395881230682843,Luděk Niedermayer,Luděk Niedermayer,248,2
257529307701966,Jiří Pospíšil,TOP 09,241,3
129090553792481,Central Group,CENTRAL GROUP a.s.,240,1
206630153142726,Marek Výborný,KDU,236,2
206284412716963,Plzeňský kraj,Plzeňský kraj,225,1
284944781875,EURACTIV.cz,EURACTIV.cz,220,9
115695062485022,Evropský informační projekt,Evropský informační projekt,220,1
102500511866371,Karel Smetana,Karel Smetana,208,1
1962450550674040,TVarchitect.com,Living Media s.r.o.,205,1
123858471641,iROZHLAS.cz,Český rozhlas,203,2
101279652413889,SPOLU pro Prahu,SPOLU Praha,193,1
133030253410089,Jan Šafařík - náměstek hejtmana OK,Jan Šafařík - náměstek hejtmana OK,184,1
589679421044627,STAN Kraj Vysočina,Starostové a nezávislí,182,1
131404269206,Asistence,Dark Side,178,1
397919187215,Evropská komise v ČR,Evropská komise v ČR,176,1
159935454034044,Pirátská strana - Karlovarský kraj,Česká pirátská strana,174,5
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,170,2
634087193362282,Společnost pro obranu svobody projevu,Společnost pro obranu svobody projevu,170,1
378827025796132,Peak.cz,Peak.cz,168,16
109664387308142,Poradna pro obce,Poradna pro obce Svazu měst a obcí České republiky,166,1
103596561838998,Svedomi-naroda.cz,Nadační fond Svědomí národa,162,2
275383259179951,Tepelná čerpadla IVT,Tepelná čerpadla IVT,162,3
113487364881416,Jiří Rezek - Váš místostarosta Plzně Jedničky,Jiří Rezek - Váš místostarosta Plzně Jedničky,154,1
2244726532215982,Senátorský klub - Starostové a nezávislí,Senátorský klub Starostové a nezávislí,147,2
103567498863549,Ecoista,Ecoista,145,1
415013742606508,Asiaskop,"Sinoskop – Institut pro současnou Čínu, z.s.",144,2
2156599824411421,"Vojtěch Kos, starosta Prahy 12","Vojtěch Kos, starosta Prahy 12",131,1
141251795939998,Hřbitovy a pohřební služby hl. m. Prahy,Hřbitovy a pohřební služby hl. m. Prahy,127,2
242117635912490,ODS - Plzeňský kraj,Občanská demokratická strana,126,3
2106629662903134,Brno Brňankám a Brňanům,Brno Brňankám a Brňanům,116,1
107733504431288,CEVRO ARENA,"CEVRO ARENA, s.r.o.",116,1
159731441359190,hnutí spOLečně,hnutí spOLečně,114,1
101722985492419,Klára Kocmanová,Česká pirátská strana,113,1
578342809023884,Jsme fér,Prague Pride,108,1
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,106,1
662196877287140,Tomáš Třetina,PRodukujeme,104,1
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,101,2
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková - radní pro životní prostředí a zemědělství,≤100,2
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,≤100,2
107563435940797,Skanska v ČR a SR,Skanska,≤100,2
119624098506,Kateřina Konečná,Kateřina Konečná,≤100,1
102763112397884,Jan Hušbauer,Jan Hušbauer,≤100,1
245606018126,Zoo Plzeň,These ads ran without a disclaimer,≤100,1
120893375974787,Ondřej Kovařík,Ondřej Kovařík,≤100,2
319958294730813,Jihomoravský kraj,Krajský úřad Jihomoravského kraje,≤100,2
590249011043899,Skautský institut,"Junák - český skaut, Skautský institut, z. s.",≤100,4
