ad_id,link_titles,link_captions
1174314687452148,,
1132197931632512,,
610951141280553,,www.jdemeokrokdal.cz
1635722603992722,,www.jdemeokrokdal.cz
594399319763152,Pivo v plechu poprvé poráží sklo - Seznam Zprávy,seznamzpravy.cz
592595716605922,,
9571649186183615,"Benefity pro životní prostředí, Benefity pro životní prostředí, Benefity pro životní prostředí, Benefity pro životní prostředí, Benefity pro životní prostředí",
1179942079893435,Starosta Svitav podporuje zálohový systém,jdemeokrokdal.cz
1436971313668225,Starosta Svitav podporuje zálohový systém,jdemeokrokdal.cz
749940967152360,"Zálohy na petky začnou platit nejpozději v roce 2026, plánuje ministr Hladík - iDNES.cz",idnes.cz
284949234707681,"Zálohy na petky začnou platit nejpozději v roce 2026, plánuje ministr Hladík - iDNES.cz",idnes.cz
501124268958756,Vernisáž Česko na cestě k cirkularitě,jdemeokrokdal.cz
8440094952685291,Vernisáž Česko na cestě k cirkularitě,jdemeokrokdal.cz
744516467629702,,
310433812120730,,
2755947361241217,"Cash Only: Začíná boj o čtyři koruny za lahev, zálohovací zákon je hotov - Seznam Zprávy",seznamzpravy.cz
1189009068937403,"Cash Only: Začíná boj o čtyři koruny za lahev, zálohovací zákon je hotov - Seznam Zprávy",seznamzpravy.cz
800539168698423,"Cash Only: Začíná boj o čtyři koruny za lahev, zálohovací zákon je hotov - Seznam Zprávy",seznamzpravy.cz
416540474519950,Ministr Hladík o povinném zálohování PET lahví a plechovek. Zdraží pak Česku nápoje?,blesk.cz
958153392476925,Ministr Hladík o povinném zálohování PET lahví a plechovek. Zdraží pak Česku nápoje?,blesk.cz
291975123951930,Odborníci potvrdili na půdě Poslanecké sněmovny pozitivní dopady zálohování,pr.denik.cz
444313571293149,Odborníci potvrdili na půdě Poslanecké sněmovny pozitivní dopady zálohování,pr.denik.cz
950528733378369,"Česko potřebuje systém záloh, moderní řešení šetrné k životnímu prostředí",promestaobce.cz
617086833973817,"Česko potřebuje systém záloh, moderní řešení šetrné k životnímu prostředí",promestaobce.cz
1154491045682886,Odborníci potvrdili na půdě Poslanecké sněmovny pozitivní dopady zálohování,pr.denik.cz
440098671863360,Odborníci potvrdili na půdě Poslanecké sněmovny pozitivní dopady zálohování,pr.denik.cz
1487915055438706,Odborníci potvrdili na půdě Poslanecké sněmovny pozitivní dopady zálohování,pr.denik.cz
751937887005631,Odborníci potvrdili na půdě Poslanecké sněmovny pozitivní dopady zálohování,pr.denik.cz
1919019615181424,"Zálohování petek: Na vládu by měl jít zákon v dubnu, říká Surý z ministerstva - iDNES.cz",idnes.cz
3608720879445951,,
957864548746310,"Zálohování petek: Na vládu by měl jít zákon v dubnu, říká Surý z ministerstva - iDNES.cz",idnes.cz
1127698238571471,"Zálohování petek: Na vládu by měl jít zákon v dubnu, říká Surý z ministerstva - iDNES.cz",idnes.cz
746131974065563,"Odpadové firmy mažou med kolem pusy, PET lahví je potřeba recyklovat o dost víc",podcasty.hn.cz
1020291918934131,,
165070903062437,Nezmačkat a vrátit: jak bude vypadat zálohování plechovek a petek v praxi. Nanečisto už to zkouší Lidl i Kaufland,ekonews.cz
1553778902180285,,
876984947302922,,
871282641611626,,
1320708019265746,,
1266374447684522,,
383276704824568,,
386332784348474,,www.jaroslavkominek.cz
386202991251134,,www.jaroslavkominek.cz
1191519848725687,,
507694258647859,,
1046879547098956,Knihovny,
1259808391702951,,
3733906706862113,,
1896254104191025,Silnice v Ústeckém kraji,
1071187774370065,Kateřina Koneční v Ústeckém kraji,
3324086937886449,STAČILO! v Ústeckém kraji,ulk.stacilo.cz
496275436475010,,
1553924778896369,,
1278250943333203,SETKÁNÍ S KATEŘINOU KONEČNOU V KRUPCE!,SETKÁNÍ S KATEŘINOU KONEČNOU V KRUPCE!
1736450150434865,,
825328716250609,,
1507205550163221,,
2263693380676133,,
8274909049263142,,
3734692053451325,,
865034878919506,"Volím STAČILO! v Ústeckém kraji, volím číslo 8","Volím STAČILO! v Ústeckém kraji, volím číslo 8"
8266502966740936,,
1664427497656714,,
1036344141558955,,
885917636743880,,
2942346305918652,,
503382952648030,,
3603860143211432,,
