ad_id,age,gender,percentage
571896965547414,18-24,female,0.014706
571896965547414,45-54,male,0.100949
571896965547414,65+,male,0.015087
571896965547414,65+,female,0.041914
571896965547414,55-64,unknown,0.000678
571896965547414,55-64,male,0.045643
571896965547414,55-64,female,0.083446
571896965547414,45-54,unknown,0.001017
571896965547414,45-54,female,0.182319
571896965547414,18-24,male,0.007925
571896965547414,35-44,unknown,0.001017
571896965547414,35-44,male,0.12536
571896965547414,35-44,female,0.211604
571896965547414,25-34,unknown,0.000551
571896965547414,25-34,male,0.068486
571896965547414,25-34,female,0.099
571896965547414,18-24,unknown,0.000212
571896965547414,65+,unknown,8.5E-5
2372307699785054,18-24,female,0.007015
2372307699785054,18-24,male,0.003827
2372307699785054,25-34,female,0.028699
2372307699785054,25-34,male,0.043048
2372307699785054,35-44,female,0.139349
2372307699785054,35-44,male,0.127232
2372307699785054,45-54,female,0.18463
2372307699785054,45-54,male,0.15051
2372307699785054,45-54,unknown,0.000957
2372307699785054,55-64,female,0.134247
2372307699785054,55-64,male,0.083546
2372307699785054,65+,female,0.074936
2372307699785054,65+,male,0.021684
2372307699785054,65+,unknown,0.000319
1645700829631103,18-24,female,0.018435
1645700829631103,45-54,male,0.07127
1645700829631103,65+,male,0.013659
1645700829631103,65+,female,0.062681
1645700829631103,55-64,unknown,0.000335
1645700829631103,55-64,male,0.046927
1645700829631103,55-64,female,0.141744
1645700829631103,45-54,unknown,0.000587
1645700829631103,45-54,female,0.217413
1645700829631103,18-24,male,0.004567
1645700829631103,35-44,unknown,0.000587
1645700829631103,35-44,male,0.051913
1645700829631103,35-44,female,0.227427
1645700829631103,25-34,unknown,0.000126
1645700829631103,25-34,male,0.029706
1645700829631103,25-34,female,0.112457
1645700829631103,18-24,unknown,8.4E-5
1645700829631103,65+,unknown,8.4E-5
933063195388931,18-24,female,0.019958
933063195388931,18-24,male,0.002721
933063195388931,25-34,female,0.175386
933063195388931,25-34,male,0.022679
933063195388931,35-44,female,0.307227
933063195388931,35-44,male,0.034775
933063195388931,35-44,unknown,0.000302
933063195388931,45-54,female,0.230723
933063195388931,45-54,male,0.032356
933063195388931,45-54,unknown,0.000907
933063195388931,55-64,female,0.098579
933063195388931,55-64,male,0.016329
933063195388931,65+,female,0.051104
933063195388931,65+,male,0.006653
933063195388931,65+,unknown,0.000302
1117886149761019,18-24,female,0.060362
1117886149761019,45-54,male,0.033749
1117886149761019,65+,male,0.006036
1117886149761019,65+,female,0.039518
1117886149761019,55-64,unknown,0.000233
1117886149761019,55-64,male,0.02221
1117886149761019,55-64,female,0.116588
1117886149761019,45-54,unknown,0.000367
1117886149761019,45-54,female,0.139865
1117886149761019,18-24,male,0.011105
1117886149761019,35-44,unknown,0.000434
1117886149761019,35-44,male,0.072234
1117886149761019,35-44,female,0.169646
1117886149761019,25-34,unknown,0.000867
1117886149761019,25-34,male,0.088375
1117886149761019,25-34,female,0.238211
1117886149761019,18-24,unknown,0.0001
1117886149761019,65+,unknown,0.0001
8502610509815543,18-24,female,0.014571
8502610509815543,45-54,male,0.131179
8502610509815543,65+,male,0.016307
8502610509815543,65+,female,0.035919
8502610509815543,55-64,unknown,0.000296
8502610509815543,55-64,male,0.067559
8502610509815543,55-64,female,0.096192
8502610509815543,45-54,unknown,0.000593
8502610509815543,45-54,female,0.168792
8502610509815543,18-24,male,0.011563
8502610509815543,35-44,unknown,0.000635
8502610509815543,35-44,male,0.132577
8502610509815543,35-44,female,0.137109
8502610509815543,25-34,unknown,0.000424
8502610509815543,25-34,male,0.104113
8502610509815543,25-34,female,0.08196
8502610509815543,18-24,unknown,0.000127
8502610509815543,65+,unknown,8.5E-5
807583424623131,18-24,female,0.064336
807583424623131,45-54,male,0.053808
807583424623131,65+,male,0.010368
807583424623131,65+,female,0.04995
807583424623131,55-64,unknown,0.000201
807583424623131,55-64,male,0.037171
807583424623131,55-64,female,0.12819
807583424623131,45-54,unknown,0.000281
807583424623131,45-54,female,0.156801
807583424623131,18-24,male,0.015833
807583424623131,35-44,unknown,0.000442
807583424623131,35-44,male,0.074422
807583424623131,35-44,female,0.148282
807583424623131,25-34,unknown,0.000563
807583424623131,25-34,male,0.082499
807583424623131,25-34,female,0.176532
807583424623131,18-24,unknown,0.000161
807583424623131,65+,unknown,0.000161
1078269420379586,18-24,female,0.012204
1078269420379586,45-54,male,0.074398
1078269420379586,65+,male,0.012661
1078269420379586,65+,female,0.068002
1078269420379586,55-64,unknown,0.000392
1078269420379586,55-64,male,0.048946
1078269420379586,55-64,female,0.212883
1078269420379586,45-54,unknown,0.000457
1078269420379586,45-54,female,0.291849
1078269420379586,18-24,male,0.003785
1078269420379586,35-44,unknown,0.000326
1078269420379586,35-44,male,0.054036
1078269420379586,35-44,female,0.130066
1078269420379586,25-34,unknown,6.5E-5
1078269420379586,25-34,male,0.034784
1078269420379586,25-34,female,0.05495
1078269420379586,65+,unknown,0.000196
886744606173158,45-54,male,0.009836
886744606173158,18-24,female,0.02623
886744606173158,55-64,male,0.001639
886744606173158,55-64,female,0.067213
886744606173158,65+,male,0.004918
886744606173158,25-34,female,0.321311
886744606173158,45-54,female,0.12623
886744606173158,35-44,female,0.340984
886744606173158,65+,female,0.032787
886744606173158,35-44,male,0.052459
886744606173158,25-34,male,0.016393
458148710373252,18-24,unknown,3.9E-5
458148710373252,18-24,female,0.019946
458148710373252,45-54,unknown,0.000234
458148710373252,25-34,unknown,0.000664
458148710373252,25-34,male,0.156759
458148710373252,45-54,male,0.117257
458148710373252,45-54,female,0.11593
458148710373252,25-34,female,0.108904
458148710373252,35-44,male,0.194192
458148710373252,35-44,unknown,0.000937
458148710373252,35-44,female,0.179554
458148710373252,65+,female,0.011749
458148710373252,55-64,female,0.039814
458148710373252,18-24,male,0.016043
458148710373252,65+,male,0.006831
458148710373252,55-64,male,0.030993
458148710373252,55-64,unknown,0.000156
1530810711167897,18-24,male,0.007043
1530810711167897,35-44,male,0.164031
1530810711167897,18-24,unknown,0.000133
1530810711167897,25-34,unknown,0.000266
1530810711167897,45-54,unknown,0.000266
1530810711167897,35-44,unknown,0.000532
1530810711167897,18-24,female,0.015504
1530810711167897,65+,female,0.031805
1530810711167897,25-34,male,0.084695
1530810711167897,65+,male,0.011429
1530810711167897,45-54,male,0.127442
1530810711167897,25-34,female,0.081285
1530810711167897,55-64,female,0.095592
1530810711167897,55-64,male,0.057099
1530810711167897,35-44,female,0.177409
1530810711167897,45-54,female,0.145293
1530810711167897,55-64,unknown,0.000177
1205703007262095,55-64,unknown,9.9E-5
1205703007262095,45-54,female,0.133996
1205703007262095,35-44,female,0.292644
1205703007262095,35-44,male,0.100746
1205703007262095,25-34,male,0.054871
1205703007262095,55-64,male,0.012177
1205703007262095,25-34,female,0.22172
1205703007262095,55-64,female,0.073956
1205703007262095,65+,female,0.035388
1205703007262095,45-54,male,0.039612
1205703007262095,35-44,unknown,0.000646
1205703007262095,18-24,female,0.024751
1205703007262095,18-24,male,0.003728
1205703007262095,65+,male,0.004523
1205703007262095,25-34,unknown,0.000746
1205703007262095,45-54,unknown,0.000398
1465906464063733,18-24,unknown,0.000102
1465906464063733,35-44,female,0.149761
1465906464063733,55-64,unknown,0.000305
1465906464063733,45-54,female,0.155051
1465906464063733,25-34,male,0.101435
1465906464063733,55-64,female,0.08363
1465906464063733,45-54,male,0.159426
1465906464063733,35-44,male,0.180588
